Power Usage,Residuallast,Pumpspeicher,Wind Offshore,Wind Onshore,Photovoltaik
56687,52572,240,207,3908,0
54803,50875,1084,225,3702,0
53273,49300,1158,283,3691,0
52339,48231,2493,311,3797,0
52056,47703,2708,330,4023,0
51534,46687,2621,366,4481,0
51805,46382,1978,441,4981,0
54735,48624,277,510,5586,15
58248,50845,11,562,5987,853
61458,51188,42,528,6195,3548
63257,49862,42,595,6581,6219
64083,47774,169,655,7336,8317
63266,45178,336,720,8374,8994
61244,42411,589,736,10051,8047
59690,41330,446,736,11501,6123
59342,41906,81,735,13176,3526
59547,43229,30,749,14436,1132
62709,46460,3,752,15439,58
65862,48308,5,754,16801,0
63402,44615,229,751,18037,0
59792,39805,514,748,19239,0
56517,35214,768,739,20565,0
56272,34102,726,739,21432,0
53231,30438,1650,724,22068,0
50498,27437,2454,678,22383,0
48360,24790,2364,723,22847,0
47107,23004,3536,724,23380,0
46354,22795,3575,703,22857,0
46086,23517,2267,717,21852,0
45437,23874,2320,727,20835,0
44658,24275,2246,732,19651,0
46759,27062,1858,732,18951,14
50454,31157,493,735,17647,915
54439,33029,493,742,17430,3239
56731,33051,791,745,16821,6115
58979,33743,509,697,16396,8144
58220,32036,535,625,16252,9308
55657,30575,1315,582,15131,9369
53844,30970,923,573,14241,8060
53170,34404,485,473,12994,5300
53303,39498,459,413,11551,1842
57368,46287,613,456,10501,125
62384,51078,45,555,10752,0
61366,49768,226,636,10962,0
58945,46737,380,742,11467,0
57608,44201,349,754,12653,0
58056,43377,362,755,13924,0
55289,39807,511,749,14733,0
52384,36073,1818,744,15567,0
50718,33548,3171,743,16427,0
49829,32319,3591,751,16760,0
50028,32035,3289,746,17247,0
51256,32583,3474,750,17924,0
54987,35922,2607,753,18313,0
63563,43858,430,756,18949,0
70538,50886,72,754,18892,7
73042,53561,23,754,18474,252
73961,54662,10,727,17624,949
75250,55486,8,713,17203,1848
76243,55908,17,718,17030,2587
75893,54971,21,712,17328,2883
75541,54857,25,698,17314,2673
74482,54901,22,708,16753,2120
73404,55938,11,695,15530,1241
72213,56587,15,707,14479,440
74039,59963,56,705,13322,50
75663,62382,4,709,12573,0
74103,61473,194,680,11950,0
69800,58128,118,678,10994,0
66341,55061,299,686,10594,0
63594,52655,502,659,10280,0
58993,48447,1664,684,9863,0
55189,44986,1440,675,9528,0
53046,43417,2140,673,8956,0
51936,42454,2621,675,8807,0
52241,43005,3083,659,8578,0
53576,44947,2040,671,7958,0
56890,48894,1744,665,7331,0
64863,57209,931,635,7020,0
71311,63673,149,608,7015,15
73168,65563,11,597,6608,400
73341,64837,30,577,6381,1545
74601,64663,29,555,6536,2848
75241,64381,26,542,6429,3889
74817,63169,29,503,6649,4495
74442,63355,172,462,6394,4231
73328,63303,184,427,6170,3429
72370,64025,31,359,5724,2262
71081,65077,29,336,4740,928
73128,68748,57,296,3998,87
75432,71577,11,209,3647,0
73426,69992,14,152,3283,0
69114,65963,100,121,3030,0
65657,62607,157,90,2959,0
63086,60173,216,70,2843,0
58470,55882,674,53,2535,0
54642,52364,2023,47,2230,0
52425,50376,2083,54,1996,0
51656,49797,2116,50,1809,0
52017,50402,2511,42,1574,0
53238,51892,1535,42,1304,0
56206,54947,1565,46,1213,0
64043,62876,592,34,1134,0
70506,69440,18,33,1010,23
72849,71399,26,36,939,475
73442,71051,24,38,798,1556
74630,71158,24,38,663,2772
75107,70668,21,40,562,3838
74476,69353,26,34,461,4628
73586,68074,73,34,435,5044
72298,67204,104,34,389,4672
71348,67478,33,28,459,3384
70384,68287,103,35,592,1471
72525,71526,128,31,819,150
75916,74834,62,18,1064,0
74304,73047,62,13,1244,0
69602,68242,163,10,1351,0
66143,64742,155,10,1390,0
63908,62522,218,10,1376,0
59422,57961,682,7,1455,0
56008,54600,1487,8,1399,0
53995,52693,1978,16,1286,0
53051,51870,2347,15,1167,0
53319,52322,2742,13,983,0
54255,53455,2414,13,787,0
56877,56122,1942,13,743,0
64742,63961,1011,14,767,0
71276,70398,160,13,831,34
73549,71984,64,11,866,688
74006,70656,65,9,815,2526
74700,69398,18,9,605,4688
75285,68441,21,5,500,6339
74335,66635,22,5,473,7222
73067,65492,26,4,413,7158
71691,65240,227,8,356,6087
70444,65971,266,14,343,4116
69218,67113,207,30,478,1598
71211,70315,209,39,726,132
74246,73062,2,38,1147,0
72559,71128,2,42,1389,0
68321,66743,177,71,1508,0
65050,63262,136,116,1673,0
62905,60973,322,167,1766,0
59068,57112,360,153,1804,0
55928,53693,1306,160,2075,0
53825,51414,2201,184,2227,0
52921,50367,2102,212,2342,0
53200,50597,2014,230,2373,0
54271,51638,1871,269,2364,0
56915,54174,1818,261,2481,0
63785,60790,639,331,2664,0
69810,66723,15,332,2698,56
72018,67928,4,309,2669,1112
72675,65647,1,358,2581,4090
73497,63312,116,339,2335,7510
73537,61103,25,359,2031,10043
72090,58417,17,295,2032,11346
70610,57141,574,199,1877,11394
68883,56941,419,185,1987,9770
67707,58656,143,225,2345,6481
67063,61299,17,334,2920,2510
69357,64475,9,434,4225,223
73015,66595,8,486,5934,0
71508,64282,8,531,6695,0
66880,59464,55,553,6864,0
63426,56009,283,531,6886,0
61487,54308,341,509,6671,0
58056,51116,486,469,6471,0
54582,48083,1402,420,6079,0
52165,45888,2302,456,5821,0
50829,44809,3204,475,5545,0
50350,44628,2953,422,5301,0
50260,44666,2717,420,5174,0
50018,44512,3367,401,5105,0
50262,44940,1838,359,4964,0
52952,47662,741,334,4878,78
56631,50151,310,342,4466,1672
60037,51165,22,340,3595,4937
61602,50261,260,353,2653,8335
62504,49420,315,346,1947,10791
61041,47498,391,292,1671,11580
58731,45726,974,260,1633,11112
56940,45433,1606,280,1633,9594
55955,47275,1449,288,2032,6360
56140,50693,508,332,2624,2491
59301,54785,119,428,3852,237
63681,57730,48,548,5404,0
61766,54720,268,581,6465,0
58168,50644,550,654,6870,0
55756,48443,352,729,6583,0
55466,48387,132,712,6367,0
52525,45922,207,709,5894,0
49476,42785,857,722,5970,0
47630,40739,1579,699,6192,0
46717,39241,1281,708,6769,0
46292,38437,990,745,7110,0
46087,37743,1416,749,7595,0
45442,36615,1926,759,8068,0
44694,35742,2734,760,8193,0
46007,36878,1622,756,8289,84
49474,38949,1265,756,8159,1611
52751,40395,635,752,7048,4556
55190,40970,848,752,6114,7356
57111,40945,520,749,5960,9458
55991,38855,1497,715,5948,10473
53362,36264,1433,707,5951,10440
51702,36063,820,706,6023,8910
50608,37910,375,669,6277,5752
50950,41862,302,653,6308,2127
54562,45894,968,668,7827,173
59632,49488,36,715,9429,0
58937,48240,149,737,9959,0
56459,45945,241,759,9755,0
55043,44741,405,740,9562,0
55430,44939,280,757,9734,0
52884,42458,891,735,9691,0
50507,40362,2679,691,9455,0
48911,38810,2732,642,9458,0
48376,38331,2656,630,9415,0
48816,39041,2341,625,9150,0
49893,40318,1896,644,8932,0
53122,43827,1454,653,8643,0
59710,50347,719,643,8721,0
65472,55618,569,616,9142,96
68597,57433,530,590,9266,1308
70146,56197,239,592,9328,4028
71478,54569,102,624,9241,7044
71974,53964,135,576,8381,9054
71192,52453,325,568,7831,10340
69846,51372,548,564,7228,10682
68175,51415,352,537,6946,9278
66959,53386,591,485,6833,6256
65999,56333,590,466,6670,2530
68150,60292,114,458,7153,248
72254,63594,4,469,8191,0
71159,62222,30,446,8491,0
66944,58390,88,397,8158,0
64023,56361,307,380,7283,0
62122,55216,265,348,6559,0
58473,52401,690,267,5805,0
55271,49776,1173,192,5303,0
53292,48556,2682,147,4589,0
52310,48068,3277,103,4139,0
52484,48365,3305,73,4045,0
53517,49695,2941,52,3770,0
56266,52863,1244,49,3355,0
62980,59726,589,41,3214,0
68879,65661,201,38,3047,133
71550,67209,9,28,2751,1563
72803,66713,2,56,2131,3903
74010,66467,4,79,1588,5876
75110,66725,8,69,1372,6945
74369,65909,5,101,1387,6972
73053,65412,11,154,1257,6230
71766,65382,59,196,1388,4801
70704,66122,176,242,1500,2841
69897,66831,23,290,1812,964
71871,69378,4,307,2099,86
74289,71663,2,257,2369,0
72658,70022,15,313,2323,0
68264,65655,65,419,2190,0
64948,62177,161,466,2305,0
62470,59581,420,496,2393,0
58252,55254,684,466,2531,0
54876,51921,1287,460,2495,0
52703,49877,2308,489,2337,0
51531,48716,3016,513,2303,0
51992,49120,3199,519,2353,0
53308,50265,2804,550,2494,0
56526,53353,1545,557,2616,0
63880,60273,611,621,2986,0
70147,66333,73,640,3119,55
72769,68471,65,660,3053,586
73517,68052,24,669,2973,1824
74407,67009,30,669,3141,3589
75004,65703,27,675,3049,5578
74150,62746,83,679,3628,7097
73233,60771,54,678,4168,7616
72008,59865,26,682,4629,6832
70828,60696,17,684,4773,4676
69670,62284,18,684,4715,1988
71319,64776,24,683,5617,243
74861,67019,17,687,7154,0
73917,64670,18,697,8551,0
69614,59715,541,699,9200,0
66361,56252,966,692,9417,0
63532,53629,707,694,9210,0
59315,49769,1291,695,8851,0
55957,46847,1332,694,8416,0
54224,45111,2207,695,8418,0
53361,44108,3257,695,8558,0
53458,44012,3215,693,8754,0
54637,45053,2936,691,8894,0
57436,47856,1863,690,8890,0
64400,54581,654,692,9127,0
70315,60288,255,689,9224,114
72732,61700,40,683,8994,1356
73439,60516,1,683,8235,4006
73842,58227,1,697,8243,6676
74517,56107,28,713,8897,8800
73249,53241,29,748,8869,10392
72751,52424,34,773,8481,11073
71752,52668,193,790,8238,10057
70538,54713,8,787,7986,7052
68811,57157,157,777,7865,3013
70438,60739,9,795,8509,395
74975,64483,40,793,9695,4
74253,62521,40,798,10934,0
69893,57625,131,805,11463,0
66627,53984,664,802,11841,0
64217,51775,624,799,11643,0
60177,47842,901,802,11534,0
56751,44065,2033,803,11883,0
54770,42327,2937,802,11641,0
53550,41141,3372,799,11611,0
53522,40735,3715,797,11990,0
54495,41465,3004,792,12239,0
57278,43801,2428,782,12695,0
63750,49564,417,785,13401,0
69591,54338,88,783,14305,166
71438,52933,54,786,15423,2297
72011,48943,372,779,16017,6272
73263,45945,372,766,16505,10047
73653,42923,541,735,17391,12604
72772,40497,426,677,17827,13771
70961,40872,159,564,16488,13038
68597,42471,219,428,15009,10689
67121,46082,251,448,13276,7315
66512,51916,518,339,11126,3131
68524,57565,147,175,10371,414
72016,60810,40,101,11102,3
70582,58937,53,45,11600,0
65945,54103,278,43,11799,0
62711,50489,525,51,12171,0
60705,48515,324,35,12156,0
56593,44430,289,24,12139,0
52341,39869,774,16,12456,0
50297,37529,1447,14,12755,0
48849,35401,2529,19,13429,0
48431,34608,2522,30,13793,0
48306,33781,3075,90,14436,0
48657,33732,2664,129,14797,0
49723,34816,1625,180,14727,0
52957,38281,453,175,14325,177
56887,41115,231,115,13852,1805
60208,42333,361,95,13402,4379
62341,41413,634,111,14201,6617
63576,40190,287,196,15170,8021
62575,38111,637,215,15793,8457
60225,37344,930,159,14806,7917
58219,38212,520,219,13518,6270
57078,41001,17,299,11821,3958
56356,44368,6,304,9930,1755
58119,49712,32,264,7881,262
61845,55147,21,244,6450,5
60830,54966,9,239,5626,0
57055,51498,79,270,5287,0
54669,49307,45,211,5151,0
54440,48848,254,281,5312,0
51704,46148,1882,265,5291,0
48491,43528,1611,224,4739,0
46404,41814,1278,319,4272,0
45414,41200,1386,420,3793,0
45022,40941,2419,486,3595,0
45006,41022,2657,485,3499,0
44512,40616,1648,493,3403,0
43728,39561,931,598,3570,0
45200,40849,344,622,3599,131
48391,43018,68,616,3320,1438
51921,44263,62,558,3129,3971
54355,43758,322,546,3076,6975
56957,44288,139,548,3335,8786
56194,42961,235,488,4010,8735
54066,41021,131,616,4401,8029
52397,40519,97,684,4475,6719
51538,41762,170,721,4320,4736
51545,44605,378,743,3925,2273
54420,48891,276,753,4426,351
60067,53705,2,756,5602,5
59963,51449,34,764,7750,0
57429,46677,570,768,9984,0
56036,42827,1000,768,12441,0
56280,41001,440,764,14516,0
53502,36770,831,703,16030,0
50946,32652,2466,670,17625,0
49602,29494,3031,656,19453,0
49149,28106,3543,693,20350,0
49535,27554,3558,692,21290,0
51259,28569,2551,699,21992,0
55061,32355,1704,730,21976,0
63013,39685,742,745,22584,0
69049,45771,112,760,22318,201
71875,48907,54,759,20730,1479
73692,51377,90,757,18747,2812
74995,53242,4,748,17186,3820
75962,54921,6,697,15626,4718
75117,56089,28,650,13550,4829
74253,57831,15,685,12031,3706
72674,58882,4,719,10130,2944
71089,59439,12,699,8795,2157
70187,60379,100,690,7951,1168
71074,62591,302,686,7588,210
74219,65655,41,686,7874,5
73216,64172,41,650,8394,0
69046,59323,138,722,9001,0
65586,55546,220,744,9296,0
62827,52173,283,722,9932,0
58361,47101,680,679,10580,0
55077,42947,1987,739,11391,0
53074,40297,2692,710,12068,0
52319,38817,2999,762,12741,0
52648,38487,4055,749,13411,0
54031,39479,3835,743,13808,0
57132,42055,2797,742,14335,0
64771,49096,1095,759,14916,0
69940,53704,501,767,15247,223
72197,54617,226,767,14735,2078
72506,51992,146,761,14758,4995
73458,50947,4,747,14747,7017
74736,50187,8,744,15559,8247
74355,49856,200,755,15404,8340
73797,50783,31,757,14757,7500
72046,51786,8,772,13330,6158
70686,54183,4,755,11693,4056
69389,56415,55,771,10369,1833
70286,59567,188,782,9582,355
74025,63583,5,791,9646,6
73038,62247,1,794,9997,0
68844,58124,34,788,9932,0
65456,54519,281,780,10158,0
62699,52089,474,758,9852,0
58188,47971,697,776,9441,0
54843,45296,2094,766,8782,0
52859,43672,2433,730,8457,0
51760,42857,2921,722,8181,0
52135,43864,2609,643,7629,0
53339,45456,2513,518,7365,0
56549,48957,2145,558,7034,0
64227,56916,1014,492,6818,0
69606,62583,6,536,6225,262
71325,63187,5,485,5458,2196
71073,60165,40,480,4553,5875
72143,58539,358,394,3937,9272
73294,57997,128,304,3867,11127
72586,56241,257,336,4181,11829
71740,56222,230,220,4118,11180
70514,57106,337,172,3638,9598
69372,59606,89,86,2732,6949
68187,62729,102,59,2045,3355
69178,67036,144,40,1499,603
73325,71741,7,44,1535,6
72585,70879,44,43,1664,0
68238,66388,280,35,1815,0
64950,63101,111,21,1827,0
62029,60044,125,12,1973,0
57555,55725,765,9,1821,0
54130,52390,2200,21,1718,0
52220,50510,2764,40,1671,0
51311,49637,3332,55,1620,0
51610,49880,2919,107,1624,0
52840,50725,3114,207,1908,0
56129,53511,1949,264,2354,0
64064,60649,863,453,2962,0
69137,64508,107,589,3505,535
70998,62866,221,522,3711,3899
71223,58326,11,466,3518,8913
71714,54707,62,457,3460,13091
72230,50953,605,492,4486,16300
72378,47475,686,525,6586,17793
72210,46422,323,564,8300,16924
70764,47037,293,578,9109,14040
69645,50030,333,579,9410,9626
68299,54340,133,581,8905,4474
69000,58687,121,577,9075,663
73277,61581,60,569,11122,7
73349,59478,224,564,13308,0
69168,54696,340,518,13955,0
65611,51946,204,468,13197,0
62355,49779,389,412,12164,0
57733,46223,1334,411,11099,0
54277,43811,2267,350,10116,0
52333,42873,2953,332,9128,0
51002,42302,3287,258,8443,0
51343,43562,2229,224,7557,0
52950,45617,1486,293,7041,0
56153,49218,900,382,6554,0
63979,56934,149,390,6655,0
69679,61995,4,379,6724,581
71909,61818,107,304,6378,3410
72467,60766,51,300,4982,6419
72950,59814,123,269,4036,8831
73291,58875,30,254,3887,10276
72364,57420,123,212,4173,10559
71343,56633,66,191,4865,9654
69352,56004,43,205,5216,7928
68669,57890,23,174,5285,5320
67597,60349,20,164,4655,2429
68453,63889,7,121,4009,433
71649,67730,3,141,3771,8
70705,66363,10,158,4185,0
66422,61588,97,123,4712,0
62726,57807,413,135,4785,0
60402,55456,197,85,4861,0
56492,51798,268,110,4584,0
53171,48732,518,173,4267,0
51170,46778,1483,214,4178,0
49939,45399,1297,273,4267,0
49533,45235,949,285,4014,0
49276,44858,1828,369,4049,0
49235,44593,1135,530,4113,0
50015,45170,742,589,4256,0
52752,47551,358,589,4293,320
56429,49349,17,666,3929,2486
59374,48627,65,754,3515,6477
61055,45831,576,783,3945,10497
62153,42776,434,790,5955,12632
61290,40314,392,790,7212,12975
58524,37962,672,791,7121,12650
56637,37699,1364,793,7132,11013
55605,39102,965,787,7357,8359
55154,42520,467,788,7548,4298
56971,48277,161,792,7025,877
62224,52933,2,800,8483,8
62062,50033,276,803,11226,0
58327,43631,611,810,13885,0
55496,38947,448,807,15743,0
54399,37252,472,811,16336,0
51375,33007,1155,812,17556,0
48012,29224,1372,815,17973,0
45753,26156,588,820,18778,0
44822,24829,1181,827,19166,0
44530,23607,1947,823,20101,0
44639,23152,1894,813,20674,0
44276,22029,2552,819,21428,0
43681,20493,3073,833,22355,0
45142,21621,2094,835,22494,193
48629,24990,1145,836,21913,891
53030,28838,1277,840,21402,1950
55772,30381,1222,836,21141,3414
58495,31488,155,835,21022,5150
57934,30401,184,789,20659,6085
55543,28254,558,779,20252,6258
53672,27724,346,784,19371,5793
52395,28781,360,812,18546,4255
51992,31677,1226,820,17299,2197
54136,37386,110,826,15436,488
58980,44451,5,830,13682,18
58744,45657,4,818,12269,0
56171,43576,184,818,11777,0
53881,40476,403,819,12586,0
53877,40533,397,810,12534,0
50638,37797,314,792,12049,0
47661,33467,1320,731,13463,0
46358,30886,2525,691,14781,0
45652,28185,2871,713,16754,0
46390,27359,3736,681,18350,0
48881,27739,3471,786,20357,0
53470,31291,1936,811,21369,0
62276,39198,399,800,22277,1
67890,44555,235,787,22222,327
70252,44756,643,778,22497,2221
70856,41263,916,778,23431,5384
72119,40141,917,781,22923,8274
73566,39605,509,787,23189,9986
72706,37450,605,788,23790,10678
72022,37628,846,785,23678,9931
70779,38827,683,783,22482,8687
70526,41863,444,775,21498,6389
68968,45394,256,773,19775,3026
69280,50174,39,778,17647,682
72786,55657,15,759,16354,16
72423,54941,3,752,16731,0
67908,48988,200,764,18156,0
64799,44213,846,754,19832,0
62309,40857,1085,761,20692,0
57757,35681,1746,778,21299,0
54556,31802,2495,782,21972,0
52590,29341,3040,783,22465,0
51847,29300,3435,782,21765,0
52299,29863,3064,774,21661,0
53585,32156,2452,769,20660,0
56451,35876,1288,773,19802,0
63984,44041,367,778,19164,2
69051,49110,2,768,18235,938
71260,47742,124,760,17649,5110
71498,42028,1026,770,17992,10708
72788,38826,808,756,19092,14114
74070,38057,639,763,19757,15493
73260,37500,797,692,19255,15813
72259,38919,732,651,18247,14442
70408,41648,766,525,16487,11748
69279,45585,411,333,15115,8246
67916,49064,241,296,14752,3805
69143,54848,141,297,13285,713
72336,58368,115,342,13611,15
72313,58026,82,600,13688,0
68075,53220,150,681,14174,0
64414,49516,525,609,14290,0
61423,45947,764,632,14844,0
56866,41179,1532,647,15040,0
53328,38287,1231,670,14371,0
51796,37442,1735,660,13695,0
51069,37145,3113,741,13183,0
51723,37799,3368,777,13147,0
53266,38946,2297,790,13531,0
56686,42067,1623,797,13822,0
64494,49370,436,807,14315,3
69410,53606,45,809,14274,722
71557,53178,5,807,13886,3687
72032,49399,299,804,14308,7522
73448,47022,122,807,15593,10026
74131,45894,40,810,16615,10813
73962,44873,227,810,17642,10637
73245,44975,216,814,17903,9553
71463,45639,129,822,17225,7778
70666,47289,101,821,16796,5760
69184,49327,161,826,15902,3129
69472,53146,18,824,14690,812
73187,57593,18,821,14752,21
73370,56562,61,810,15998,0
69159,51866,292,800,16493,0
65419,48842,481,792,15785,0
62355,46553,362,773,15030,0
57848,43119,729,725,14005,0
54406,41418,1803,695,12294,0
52353,40518,3278,634,11201,0
51463,40290,3693,600,10574,0
51909,41101,2907,579,10229,0
53092,42552,2775,589,9951,0
56630,46818,1838,498,9314,0
64049,55146,446,428,8473,2
69088,60488,43,422,7709,470
71565,61909,21,386,6774,2496
72034,60108,11,382,6215,5329
72911,58787,12,370,5898,7856
73212,56998,222,321,5884,10008
72513,54473,778,299,6459,11282
72563,54811,453,336,6339,11077
70990,55366,228,389,5994,9241
69523,56916,43,391,5660,6556
68123,59510,90,444,4703,3467
68628,63595,227,454,3733,846
72345,68433,7,460,3428,23
72645,68620,4,525,3500,0
68320,63704,120,629,3987,0
64674,59810,626,653,4211,0
61902,57037,427,607,4258,0
57496,52499,1119,577,4421,0
53871,48930,2044,598,4344,0
52021,47280,2903,603,4138,0
51301,46473,2825,659,4169,0
51688,46639,2822,703,4347,0
53034,47575,2524,699,4760,0
56128,50429,1445,650,5049,0
63500,57617,347,681,5198,5
68719,61713,9,704,5500,803
71503,62074,5,673,5402,3354
72095,59787,5,694,5206,6409
72564,57809,21,692,5237,8827
73008,56721,51,682,5519,10087
72378,55853,16,650,5653,10223
70446,54800,16,572,6028,9046
68726,54871,24,537,5833,7486
67442,56052,224,532,5373,5484
66095,57737,167,592,4728,3039
66574,60856,71,642,4267,810
69625,64828,8,653,4121,24
69455,64312,12,696,4447,0
64957,59342,110,762,4854,0
61464,55568,195,782,5114,0
58891,52917,192,783,5191,0
55051,48777,622,830,5444,0
51849,45191,1112,828,5831,0
49826,42512,573,826,6489,0
48659,40251,750,836,7573,0
48473,39340,961,841,8292,0
48953,39563,1063,842,8549,0
49452,39099,1657,848,9505,0
50068,38621,1761,850,10588,10
52411,38873,1744,850,11267,1421
56102,39159,740,854,10281,5809
59309,38477,686,854,9198,10780
60909,36414,1000,847,9421,14227
61277,33868,1769,846,10295,16269
60335,31223,2318,844,10726,17542
58055,29829,2193,842,10528,16856
55966,30152,1514,844,10532,14438
54257,32737,879,839,10174,10508
53328,37507,944,838,9528,5456
54954,43361,267,845,9535,1213
60026,48338,78,843,10818,28
60774,47929,5,843,12002,0
56862,43051,55,845,12966,0
53861,39978,55,848,13035,0
52849,39116,50,846,12888,0
49473,36150,380,842,12481,0
46024,32898,660,847,12280,0
43866,31501,1354,847,11518,0
42736,30369,1370,846,11522,0
42735,30431,770,841,11464,0
43052,30800,870,836,11417,0
43051,30984,1078,833,11235,0
